t,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
7.6667,0.92766,0.12833,-2.9793,4.62,1.7921,0.30975,-6.9564,-1.5078,-0.38981,1.4232,-0.23157,-2.3015,-3.0213,3.4677,-2.3468,0.24233,-4.1985,5.5443,-3.2479,1.7336,1.3363,2.9791,0.30139,-1.9104,-4.0215,-1.6281,0.47501,-0.75086,5.9144,0.31377,8.6496,1.6944,1.3648,1.8751,2.4518,7.5865,-0.17606,5.7103,2.0514,-0.31789,2.1308,-4.9984,0.1032,0.97407,2.8288,-3.1033,-2.8422,0.58776,1.1511,5.0451,0.36957,0.21561,4.4466,0.39587,-2.5056,-1.6885,-0.10079,-7.6395,3.3973,-0.87568,-2.3923,1.1489,3.7331,-0.54896,1.9597,-5.0154,-5.7157,-0.45776,-6.1893,-1.1372,2.069,-3.6731,1.1977,-3.3395,-2.1751,-0.38644,5.2685,-9.2349,1.0993,1.2651,0.40769,-0.94138,3.6707,3.8042,-11.689,1.655,-0.57031,-3.3696,5.8496,0.60119,0.46756,-0.88129,-1.5399,-0.88989,2.8167,0.19988,10.023,3.2985,-4.9083,1.2329,-2.4999,2.9031,2.6204,3.7792,6.7228,-2.5126,4.552,3.8949,4.342,-5.4652,-1.0181,-2.5525,3.0183,-6.7577,1.6409,-0.14953,0.46638,-0.37628,-9.8035,-0.8843,2.1207,-5.457,0.90071,-4.79,1.0087,5.7028,-5.2566,-0.14578,-6.1969,0.4203,0.059338,4.7743,-2.7765,-0.4155,-3.85,5.9921,-3.86E-05,-0.19809,1.8519,1.9782,4.7184,1.214,3.8948,0.94037,-3.416,0.69543,-4.2272,0.51281,6.2408,-1.7407,-2.4412,1.5753,8.4933,2.6346,0.26189,2.7969,-3.1395,-6.1216,4.7712,10.628,-5.0356,-2.7309,-7.3345,8.8902,0.16975,-2.2341,3.5008,3.9349,-9.7,2.7615,-2.447,8.7827,-6.7914,2.5828,-4.7585,3.6965,10.341,-2.1648,-3.5804,0.27701,1.0404,-0.017829,-6.2046,3.0107,3.7333,3.0663,-3.701,4.1348,3.4459,2.9385,-1.4375,-1.7107,-1.3941,-5.2449,1.3654,2.6392,-0.93279,7.9637,4.4412,1.815
7.7,1.4453,0.36577,-2.9627,4.6641,1.9562,0.28607,-6.9903,-1.4561,-0.77723,0.96238,-0.39211,-2.6606,-3.3323,3.4925,-2.2146,0.20852,-4.0843,5.7349,-3.3932,1.4903,1.5939,3.2882,0.30161,-2.3453,-3.9475,-1.8857,0.41584,-0.6353,5.936,0.45665,8.9513,1.6735,0.99452,2.2691,2.8515,7.5768,-0.21713,5.293,2.0369,0.12592,2.1134,-5.3228,0.18425,1.1366,3.0443,-2.8422,-2.5038,0.90646,1.228,5.4058,0.39549,0.54433,5.2407,0.39103,-2.2852,-1.5475,0.019528,-7.2617,3.3571,-0.85675,-2.0342,0.87686,3.9515,-0.24478,1.8647,-4.9978,-5.6368,0.0049582,-6.1448,-1.5002,1.8729,-3.6661,1.1602,-2.8184,-1.816,-0.57304,5.3,-9.1986,0.39971,1.0572,0.29249,-0.80143,3.8627,3.674,-11.435,1.6205,-0.26771,-3.9797,5.5379,0.60791,0.22842,-0.8785,-1.6877,-0.91179,3.1544,-0.022119,9.7293,3.6247,-4.7133,1.1082,-1.9658,2.9254,2.6502,3.6259,6.7971,-2.4215,4.3143,4.0004,4.4382,-5.4014,-1.1341,-2.5333,3.3824,-6.9525,1.9693,-0.51701,0.027947,-0.47888,-9.4736,-1.076,2.6375,-5.8365,0.35823,-5.2004,1.4488,5.5551,-5.2975,-0.080505,-5.9129,0.2581,0.09417,4.9897,-3.0454,0.017723,-3.3794,6.1793,0.4601,-0.29346,2.1655,1.907,4.8948,1.0283,3.8744,0.74961,-3.5719,0.30513,-4.2162,0.31997,5.8636,-1.4254,-2.3624,1.2936,8.5736,2.6629,0.012361,3.3144,-3.2654,-6.0504,4.6741,10.56,-4.7654,-2.814,-7.2988,8.8807,0.18115,-2.3057,3.3312,4.125,-9.4052,2.7516,-2.5001,8.5361,-6.7644,2.6135,-4.5752,3.2802,10.515,-1.8519,-3.4651,0.50434,0.89526,-0.079557,-5.9795,3.0183,3.2323,3.0622,-3.856,4.3542,3.64,3.1141,-1.0968,-1.7324,-0.89953,-5.2956,1.3076,2.5739,-1.2313,7.8264,4.124,1.734
7.7333,1.7757,0.80355,-2.8355,4.5509,1.7099,0.58137,-6.9995,-1.66,-0.55199,1.659,-0.40256,-2.8592,-3.1007,3.3475,-2.3629,0.00054999,-3.8039,5.5303,-3.4475,1.3321,1.1379,3.1245,0.63488,-2.3008,-4.1957,-2.0119,0.49089,-0.54515,5.7577,-0.036806,8.9149,2.3718,1.3901,2.2668,2.8692,7.2963,-0.054056,5.0641,2.5722,0.23007,2.4448,-5.0156,0.19645,0.98284,3.3505,-2.8858,-1.7277,0.61279,1.1905,5.3597,0.81049,0.80135,4.98,0.2654,-2.0337,-1.8931,-0.065808,-7.4186,3.0496,-0.90344,-2.1695,0.74109,3.8294,-0.22758,1.7419,-4.9902,-5.7973,0.12541,-6.0503,-1.9966,2.0317,-3.4391,0.72941,-2.8383,-1.9622,-0.71187,5.2208,-8.8401,0.79841,0.92882,0.081178,-0.86424,4.1601,3.8489,-11.272,1.7592,-0.48306,-4.1452,6.1292,0.49427,0.78954,-0.8257,-1.9635,-1.3,3.2655,-0.3947,9.8847,3.5832,-4.7545,1.1493,-1.5738,2.7777,2.5676,3.6476,6.8412,-2.3775,4.2331,4.0193,4.4719,-5.234,-1.3536,-2.187,3.6613,-6.6209,2.3205,-0.43614,-0.096058,-0.78555,-9.6514,-1.222,2.9086,-5.7167,-0.10259,-5.3904,1.4254,5.822,-5.1327,0.13218,-6.1126,-0.22817,0.047157,4.92,-3.2642,0.037004,-3.4908,5.7087,0.25894,0.19752,2.4483,1.7563,4.7379,1.0985,3.8325,0.70981,-3.7169,0.55359,-4.0072,-0.0031003,5.8757,-1.2044,-2.2743,1.3204,8.2298,2.9481,0.284,3.1329,-3.3725,-5.9465,4.3212,10.878,-4.4935,-2.5311,-7.3449,8.5492,0.55953,-2.1948,2.9088,4.3066,-9.3828,2.859,-2.2716,8.437,-7.2226,2.5044,-4.604,3.1172,10.292,-1.6712,-3.5699,0.43112,0.95554,0.23906,-5.9399,2.9199,3.2303,2.9135,-3.9567,4.1129,3.568,3.1824,-1.2265,-1.5283,-1.1984,-5.6895,1.145,2.4314,-1.9076,7.7852,4.4627,1.6587
7.7667,1.7371,0.83207,-2.7264,4.3993,1.9214,1.1138,-7.1494,-1.6007,-0.48285,1.5657,-0.21642,-3.0737,-2.7067,3.1425,-2.3753,-0.048747,-4.0659,5.6876,-3.6389,1.9108,1.4629,2.7775,0.4595,-2.6001,-3.9778,-1.849,0.72715,-0.50638,6.3182,0.2693,8.7546,2.2949,1.4442,2.3487,2.5494,7.471,-0.21955,4.9014,2.8437,0.067697,2.2108,-5.2196,0.070879,1.0105,3.4421,-2.7461,-1.7925,0.5862,1.1336,5.4233,1.0457,1.1784,4.8682,0.22815,-2.3848,-1.6531,-0.21374,-7.569,3.1089,-0.83192,-2.0634,0.99073,3.4545,-0.2972,1.9485,-4.8306,-6.0775,0.55621,-6.3096,-2.0774,2.1705,-3.7524,0.49918,-3.0321,-2.1009,-0.81213,4.9469,-9.028,0.91729,0.86136,0.17082,-0.70781,3.886,4.3512,-10.591,1.9287,-0.42188,-4.1627,5.8907,0.95676,0.93804,-0.74601,-1.8759,-0.93312,3.3266,-0.61609,10.058,3.541,-4.4789,1.1728,-1.4164,2.6528,2.1085,4.0658,7.0586,-2.1118,3.4998,4.2436,4.8144,-5.2989,-1.3998,-1.9753,3.2898,-6.5861,2.7536,-0.2772,-0.5815,-0.97717,-9.8881,-1.5671,2.5856,-5.6517,0.97582,-5.2001,1.0685,5.4357,-4.6976,0.22942,-6.0284,-0.48271,0.16264,5.237,-3.1732,0.14252,-3.1921,5.6462,0.77741,-0.065893,2.4898,1.7196,4.8486,1.7078,3.8106,0.80208,-3.725,0.65849,-3.9742,0.22863,5.7242,-0.62781,-2.2727,0.81127,8.4029,2.9972,0.51621,3.2064,-3.3731,-5.5804,4.4127,10.584,-4.3167,-2.7755,-7.4514,9.0645,0.93361,-2.2913,2.8145,3.8306,-9.1342,2.431,-2.2704,8.2661,-7.4957,2.4686,-4.6558,3.5306,9.888,-2.4552,-3.7424,0.096429,0.83565,0.77934,-6.2831,2.7147,3.1637,3.0773,-3.8458,4.3324,3.4399,3.4649,-1.4698,-1.2749,-0.77928,-5.7156,1.1065,2.6724,-2.5714,7.7542,4.3192,1.4616
7.8,2.1604,0.57103,-3.2332,4.8008,1.801,1.138,-6.6131,-1.5148,-0.21792,1.4385,-0.2031,-2.8338,-2.8049,2.9784,-2.763,-0.54224,-3.8803,5.5421,-3.4829,1.9036,1.5677,2.5511,0.6583,-3.0635,-3.8625,-1.8591,0.85657,-0.33789,6.1502,0.091082,8.8325,2.4046,1.8314,2.3446,2.6859,7.8778,-0.19888,4.7948,2.4505,0.47551,2.4454,-5.3742,0.25575,1.2582,3.3832,-3.1138,-1.2668,0.21911,1.1888,4.9513,1.1912,0.99673,5.2713,0.72697,-2.2665,-1.5752,-0.020772,-7.5495,2.7943,-0.82381,-1.857,0.83223,3.3309,0.036859,1.9772,-4.7193,-6.2159,0.6379,-6.6209,-2.3252,2.3962,-3.5187,0.95335,-3.0358,-2.0642,-0.90126,5.1309,-8.998,0.92482,0.59126,0.25347,-0.79439,3.8045,4.0763,-10.232,1.8348,-0.97408,-3.9793,6.1412,1.3492,1.1076,-0.42251,-2.2213,-0.97629,3.2408,-0.59096,9.976,3.2871,-4.229,0.99234,-1.8341,2.7266,2.0769,3.8787,7.0483,-1.6956,3.2057,4.4722,5.2071,-5.2181,-1.1381,-1.2404,3.4263,-6.4576,3.0026,-0.13524,-0.59917,-1.2441,-9.9916,-1.8055,2.1757,-5.3409,1.042,-5.15,1.1502,5.1578,-4.6678,0.27661,-6.0382,-0.68212,0.71905,5.1619,-3.6475,-0.29921,-3.2397,5.3457,0.98536,0.19057,2.3766,1.492,4.8929,1.5256,4.2888,1.1542,-3.8614,0.53974,-4.2017,0.55495,6.121,0.1674,-2.337,0.57669,8.3506,2.8363,-0.11092,2.8474,-3.0613,-5.8264,4.1617,10.651,-4.5325,-2.5008,-8.131,9.0929,0.96475,-2.2725,2.3001,3.7086,-9.3217,2.4228,-2.4902,7.686,-7.3399,2.2677,-4.7282,3.4353,9.9158,-2.5063,-3.5508,-0.11081,0.8259,1.1438,-5.883,2.3811,3.381,2.9743,-3.7511,4.3272,3.4457,3.5902,-1.4271,-1.1758,-0.55471,-5.5679,0.4706,2.6644,-2.5442,8.0641,4.5093,1.591
7.8333,2.352,0.56054,-3.2285,5.0536,2.2552,0.86365,-6.7022,-1.5865,-0.1052,1.1432,0.030435,-2.504,-3.2695,2.5471,-2.895,-0.60974,-3.7329,5.4941,-3.9378,2.0811,2.0441,2.8799,0.65163,-2.8165,-3.5406,-2.3974,1.0889,-0.88665,5.8685,0.011809,8.3911,2.6663,2.0054,2.5557,2.7293,7.947,-0.040796,4.3634,2.4946,0.20516,2.7517,-5.2605,-0.018444,1.5511,3.2467,-2.9956,-1.2798,-0.24499,1.1721,5.0908,1.1459,0.91207,4.8917,0.71694,-2.0194,-1.7565,-0.35959,-6.9989,3.5432,-0.78605,-1.5092,0.81324,3.3825,0.24912,1.9208,-4.248,-6.0987,0.67642,-6.4946,-2.7558,2.6075,-3.1975,1.3917,-3.0707,-1.8947,-1.0007,5.1115,-9.4947,0.88604,0.96869,-0.15758,-0.53151,4.1988,4.183,-10.217,1.7395,-1.2059,-4.3016,6.1864,1.0398,1.0656,-0.16198,-2.0749,-1.0272,3.1968,-1.0743,9.734,3.0168,-4.006,1.0884,-1.777,2.6318,2.4191,4.1291,7.1398,-1.7643,3.336,4.4757,5.0198,-5.0681,-0.97368,-1.5388,3.1335,-6.46,3.2155,0.093011,-0.20581,-1.1635,-9.6841,-1.4584,1.8553,-5.6832,1.2371,-5.0354,1.1475,5.5088,-4.711,-0.063144,-5.894,-0.63476,1.0107,5.23,-3.6206,-0.66027,-3.5668,4.9607,0.86585,0.3451,2.4197,1.5038,4.5941,1.3346,4.8091,1.3423,-3.6817,0.34104,-3.8611,0.20972,6.1459,0.093991,-2.3663,0.96339,8.1065,2.3224,-0.29192,2.7222,-2.511,-5.5122,4.2599,11.013,-4.417,-2.1435,-8.2908,9.27,0.92032,-2.3157,2.5085,4.0496,-9.8434,2.0843,-2.572,8.2867,-7.499,1.9783,-4.3105,3.445,10,-2.7139,-3.1747,-0.46313,0.93752,1.36,-5.6062,2.0254,3.4975,2.9115,-3.8399,4.4319,3.2574,3.312,-1.335,-1.1016,-0.52062,-5.5133,0.62407,3.1373,-2.8846,8.049,4.5407,1.2916
7.8667,1.9772,0.37486,-3.2884,5.1291,2.0607,0.89543,-7.0526,-2.3156,-0.39431,0.78408,-0.162,-2.5817,-3.3842,2.2785,-2.5225,-0.7949,-3.757,5.7597,-3.8292,2.3083,2.0754,2.9244,0.79829,-2.8932,-3.4191,-2.6057,1.3824,-0.78454,6.0674,-0.23953,8.1319,2.474,2.2189,2.5089,2.7288,7.6933,-0.30806,4.1538,2.8045,0.75146,3.1392,-4.8628,-0.19101,1.7629,3.2069,-2.8874,-1.3937,-0.40473,1.244,4.8611,1.2913,1.3578,4.7341,0.86826,-2.1528,-2.2858,-0.6836,-6.9654,3.6141,-0.84938,-1.994,1.0602,3.4317,0.5948,2.028,-4.6534,-6.3628,0.68893,-6.5255,-2.7065,2.5626,-2.5511,1.4064,-2.9316,-2.3213,-0.92343,5.0187,-9.4232,0.77371,1.044,0.20222,-0.69916,4.1993,4.1054,-10.547,1.5452,-0.69889,-4.9128,6.3015,0.98482,1.0336,-0.2395,-2.2555,-0.69103,3.9606,-1.0801,9.3554,2.9664,-3.7861,0.89469,-2.0799,2.5017,2.1841,4.3333,7.1704,-2.2142,3.0993,4.6933,4.8846,-4.6131,-0.77181,-1.1991,3.2499,-6.618,3.3239,0.27682,0.19178,-0.95334,-10.129,-1.745,2.0497,-5.8724,0.99294,-4.7526,1.1741,5.5479,-4.6232,-0.2113,-5.207,-0.42006,1.2161,5.1238,-4.5075,-0.31088,-3.4263,5.2224,0.65277,0.16071,2.6599,0.99388,4.3662,0.77896,4.8741,1.3473,-4.06,0.23224,-3.8735,-0.23172,5.688,0.57713,-2.676,1.0966,8.149,2.521,-0.23318,2.1478,-2.5044,-5.3652,4.297,11.026,-4.4031,-1.8287,-8.2085,9.2218,0.75028,-1.922,2.2671,3.8513,-9.944,1.689,-2.6669,7.8413,-7.1019,2.3838,-4.8657,3.5053,10.031,-2.7512,-3.5102,-0.47629,0.82784,1.2404,-6.189,2.3439,3.3354,2.9831,-4.275,4.6705,3.3076,3.3955,-0.92004,-0.83281,-0.97157,-5.3337,0.56873,2.9381,-2.6952,8.2383,4.5542,1.5449
7.9,2.4151,0.10993,-3.325,4.8364,2.0485,0.91356,-6.413,-2.4086,-0.85528,0.86765,0.1855,-2.2399,-3.3859,2.4799,-2.4969,-0.77458,-3.2885,5.8942,-3.9659,2.4331,2.1441,2.9573,0.60322,-2.8194,-3.5912,-2.9355,1.506,-0.98365,6.4557,0.14959,8.2279,2.6616,1.7365,2.6605,2.9458,7.0337,-0.38869,4.3709,2.75,1.1494,3.0479,-5.0643,0.16234,1.7635,3.0607,-2.4838,-1.2813,-0.57504,1.7663,5.0997,1.2542,1.3887,4.78,0.83214,-2.2322,-2.504,-0.36244,-6.4649,3.664,-0.83518,-2.0294,1.4143,3.8149,0.36302,2.1235,-4.8481,-6.2126,0.78552,-6.5523,-2.8571,2.559,-2.1962,1.1771,-3.2036,-2.4372,-0.72236,5.257,-8.9844,1.2614,1.2956,0.1032,-0.79407,4.5832,4.1222,-10.691,1.4987,-1.0329,-5.0436,6.5954,1.7819,1.0677,-0.54437,-2.3814,-0.64079,3.4834,-0.80395,9.3617,3.0365,-3.4592,1.1233,-1.9559,2.5257,1.9459,4.6622,7.0943,-2.2109,3.2008,5.1745,5.2767,-4.3055,-0.99239,-0.80805,3.7998,-6.6436,3.949,0.20388,0.30715,-0.7632,-9.887,-1.5408,2.0463,-6.0105,1.1935,-4.8117,1.8661,5.0548,-4.6681,-0.18304,-5.2255,-0.21599,1.4706,5.4535,-4.6464,-0.24231,-3.3088,5.2383,0.71894,-0.17059,2.3643,0.99847,4.2451,1.0114,4.959,1.7694,-4.0995,0.55927,-3.5469,-0.030531,5.6243,0.93835,-2.8617,1.3444,8.4736,2.3147,-0.17565,1.9281,-2.3989,-5.5853,4.296,11.349,-4.0921,-1.9503,-7.6951,9.0773,0.93798,-1.5878,1.9793,3.9566,-10.111,1.5656,-2.4451,7.7856,-7.1393,2.2107,-5.2261,3.3046,9.9004,-2.9306,-3.7768,-0.062991,0.34438,1.0745,-5.7963,2.3488,3.6208,2.7079,-4.4005,4.7862,3.4398,3.1195,-1.0763,-0.51128,-1.1284,-5.6195,1.1238,2.86,-3.0836,7.8847,4.4956,1.212
7.9333,2.3522,0.063775,-3.0924,4.7154,1.7191,1.1947,-6.36,-2.7288,-1.2116,0.88758,0.43875,-2.4458,-3.4036,2.7091,-1.9843,-0.8049,-3.3649,5.7045,-3.588,2.3093,2.3066,3.0782,0.86384,-2.9359,-3.2324,-3.1417,1.9464,-1.0954,6.1533,-0.10363,8.1909,2.146,2.0177,2.5087,2.8604,7.0609,-0.46798,4.4811,3.3208,1.1769,3.0193,-4.8921,0.061098,1.954,2.4374,-2.4139,-0.60782,-0.57591,1.5394,5.3501,1.3745,1.4005,5.0426,0.77756,-2.3545,-2.5528,-0.50721,-6.2759,3.9131,-0.99521,-1.9806,1.5619,3.4211,0.29769,2.012,-4.6834,-5.8541,0.70102,-6.9123,-2.7813,2.3589,-1.7986,0.7161,-3.1292,-2.3326,-0.89764,5.1567,-8.6671,1.1945,1.0688,0.11254,-1.3069,4.6271,4.0351,-10.778,1.5827,-0.85692,-5.1816,6.9077,1.7236,0.54603,-1.0808,-2.2278,-0.82008,3.2894,-0.73461,9.145,2.9598,-3.5572,1.5606,-2.0613,2.8143,1.9811,4.6773,6.8009,-2.2634,3.3065,5.2331,5.365,-4.7112,-0.67482,-0.76202,3.4727,-6.7331,4.168,0.29127,0.30959,-0.969,-9.6497,-1.9222,1.9743,-5.6489,1.9066,-4.7392,2.1056,5.3035,-4.5907,-0.04036,-5.2379,-0.23195,1.7577,5.5449,-5.0064,-0.87188,-3.2016,5.1972,0.50463,-0.13152,2.7133,0.91428,4.3642,0.78442,5.3511,1.9774,-4.0435,0.32447,-3.4479,0.13452,5.4857,0.76812,-2.9566,1.5118,8.4237,2.0424,-0.5201,1.8314,-2.1346,-5.5306,4.788,11.577,-4.064,-2.5429,-7.6848,9.0215,0.79833,-1.8518,1.9951,4.4943,-9.7351,1.5707,-2.6306,7.579,-7.2222,2.1685,-5.4789,3.641,9.9196,-2.8092,-3.9112,-0.3595,0.30454,1.0178,-5.9099,2.1557,3.768,2.702,-4.5769,4.6601,3.2051,2.8435,-1.4762,-0.48587,-1.0502,-6.0879,1.0654,3.1484,-3.2119,7.5596,4.3106,1.0334
7.9667,2.4653,-0.07278,-3.5297,4.523,1.9007,1.3921,-6.2391,-2.9339,-1.586,1.0448,0.36372,-2.3721,-3.3833,3.167,-1.6468,-0.87682,-3.4191,6.0324,-3.814,2.5726,2.1474,2.8039,0.89994,-3.1029,-3.4796,-2.8893,2.2008,-1.3608,6.0902,0.041444,8.365,2.1147,1.9258,2.6863,2.7492,7.069,-0.56642,4.5986,3.4175,1.5099,3.4362,-5.0275,0.023345,2.0854,2.7969,-2.1361,-0.1718,-0.61945,1.3308,5.4857,1.7833,1.5092,4.984,0.58194,-2.4781,-2.5903,-0.69044,-6.3837,3.7378,-0.68764,-1.8304,1.4296,3.6472,-0.027525,2.2409,-4.364,-5.4124,0.83282,-7.1128,-2.5608,2.1277,-1.419,0.6282,-3.3329,-2.6806,-1.0325,5.3074,-8.5895,1.7063,0.95164,-0.15381,-1.3237,4.4603,3.9661,-10.83,2.0736,-1.1448,-5.5045,7.1791,1.5486,0.25909,-1.0888,-2.3829,-1.2416,3.0662,-0.61798,8.941,2.6531,-4.0476,1.6703,-2.1347,3.0396,2.1115,4.9996,6.4397,-2.1753,3.6333,5.2817,5.3915,-4.2389,-0.6384,-1.0872,3.4296,-6.3033,4.5649,0.67664,0.076349,-1.1048,-9.3673,-2.216,2.6332,-5.6663,1.9866,-4.664,1.9514,5.2614,-4.9026,-0.31802,-4.9381,-0.13284,1.4824,6.067,-5.1307,-1.285,-3.6305,5.0482,0.75834,-0.47272,2.9634,0.62916,4.2584,0.5554,5.0531,1.4587,-3.9017,0.44934,-3.5971,0.17474,5.6936,0.58451,-2.7834,1.7097,8.3889,2.0076,-0.58477,2.2135,-2.0821,-5.381,4.8542,11.752,-3.9527,-2.639,-7.669,9.121,0.95155,-1.7747,2.6209,4.4721,-9.9679,1.7992,-2.7876,7.4621,-6.9872,1.8129,-5.4108,3.5415,9.9062,-2.9426,-3.9049,0.090428,0.42658,0.93802,-5.5216,2.36,3.4181,2.9439,-4.6901,5.0393,3.2466,2.9089,-1.1292,-0.49079,-1.3708,-6.2878,1.2841,2.5315,-3.1453,7.767,4.0331,1.2159
8,2.6096,0.46542,-3.3492,4.6942,1.8089,1.2017,-6.2067,-3.4026,-1.5112,0.8648,0.83908,-2.5158,-3.5735,3.1095,-1.9279,-0.88816,-3.0995,5.6979,-4.1912,2.6486,1.914,2.7224,0.54445,-3.036,-2.7558,-2.602,2.1588,-1.3243,5.9166,-0.23402,8.1408,2.3953,2.0784,2.45,2.8339,7.2208,-0.53974,4.629,4.1181,1.5773,2.7271,-5.1468,0.10524,2.4491,2.5847,-2.4662,0.10302,-0.62837,1.305,5.6355,1.869,1.6685,5.0603,0.64067,-2.166,-2.7161,-0.67948,-5.9708,3.7559,-0.61232,-1.7595,1.9449,3.8202,-0.11493,2.0619,-4.7493,-4.8785,0.39883,-7.4996,-2.4872,1.9543,-1.2738,0.97481,-3.1039,-2.8034,-1.0078,5.1592,-8.6339,1.9421,1.0039,-0.24944,-1.3602,4.4899,4.174,-10.895,2.7795,-0.92073,-5.6001,6.8269,0.8185,0.27385,-1.7711,-2.4381,-1.3775,3.2158,-0.66889,8.6561,2.3567,-4.1323,1.9148,-2.3827,3.2073,2.2105,4.9303,6.1874,-1.7918,3.6347,5.133,5.7561,-4.1323,-0.95279,-1.0136,3.2281,-6.241,4.2847,0.58224,-0.083983,-0.59867,-9.539,-2.3316,2.4806,-5.6266,2.0043,-4.0954,2.3384,5.297,-4.7805,0.087233,-5.2285,-0.16085,1.9419,6.0549,-5.248,-1.1583,-3.818,5.2709,0.98797,-0.47884,2.9452,0.60542,4.1011,0.93146,5.0747,1.5142,-3.9143,0.32839,-3.6637,0.41259,6.2404,0.38266,-2.8198,1.6198,8.1374,2.2196,-0.90073,2.2034,-2.6968,-5.4732,5.1356,11.811,-3.9604,-2.4349,-7.712,9.1303,0.63794,-1.9483,2.9959,4.095,-10.112,1.9068,-2.7,7.0892,-6.6947,1.8608,-5.5955,3.5048,9.8309,-2.7992,-3.7317,0.13434,0.91361,0.86421,-5.4015,1.9416,3.5488,3.2307,-4.5651,5.0005,3.2809,2.9732,-1.3499,-0.50371,-0.9179,-6.354,1.3176,2.7386,-3.1977,8.0581,3.7582,1.0191
8.0333,2.5188,0.52192,-3.0586,4.9172,2.0788,1.3525,-6.4376,-3.7044,-1.3143,1.0064,0.75081,-2.9381,-2.9375,3.2837,-1.9903,-0.87968,-3.5296,5.06,-3.9879,2.3514,2.101,2.7293,0.21132,-2.9738,-2.9137,-2.3986,2.3208,-1.5215,5.8325,-0.32395,8.2249,2.3869,1.8886,2.4711,2.6276,7.6348,-0.78948,4.4659,4.2257,1.505,2.3803,-5.4284,-0.093721,2.7283,2.5777,-2.7516,0.05359,-0.63617,1.2577,5.8607,1.8422,1.3857,4.7524,0.41457,-2.562,-2.9322,-0.76852,-5.8422,3.5281,-1.02,-2.0817,2.1989,3.802,-0.52176,2.2821,-5.0477,-4.655,0.53885,-7.2844,-2.718,1.8958,-1.9575,0.96276,-3.138,-2.7571,-1.0968,5.2648,-8.8123,1.8485,0.93856,-0.11152,-1.0285,4.955,3.9068,-10.483,2.7763,-1.2076,-5.4265,6.9869,0.29238,0.38426,-1.5875,-2.6457,-1.6125,3.6202,-0.55631,9.0142,2.5075,-4.3632,1.9102,-2.1819,3.4056,2.0455,5.0489,6.4874,-1.7969,3.4649,4.3223,5.6987,-4.1148,-1.0424,-0.66164,2.8473,-6.1325,4.3117,0.53131,-0.082881,-0.8495,-9.8709,-2.3954,2.0392,-5.5645,2.224,-4.3024,2.7003,5.4284,-4.9343,0.14066,-5.1841,-0.5163,1.9179,5.9713,-5.019,-0.71989,-4.1366,5.2197,0.98211,-0.45266,2.9427,0.42478,4.0274,1.1592,5.0798,1.8163,-3.7769,0.20316,-3.899,0.27554,6.3892,0.15713,-2.9804,1.4294,7.9892,2.3196,-0.88494,2.0171,-2.8047,-5.5609,4.7154,11.374,-3.9616,-2.5067,-7.8737,8.9722,0.83782,-1.981,2.7506,4.2478,-10.55,1.2466,-2.4556,6.8864,-6.9968,1.5248,-5.3406,4.1047,9.6524,-2.3441,-4.1492,0.43782,0.69946,0.90766,-5.679,1.8669,3.5541,3.1436,-4.7516,4.9922,3.2745,3.1147,-1.1694,-0.70173,-0.93429,-5.8911,1.1057,3.0771,-2.9784,7.5469,3.4974,1.0536
